DateTime;timestamp;DeviceID;uptime;Status;measuretime;person;window_open;window_event;door_event;dHdt;dCO2dt;bat;bat_e;health;performance;virus;tvoc;tvoc_e;co2;co2_e;oxygen;oxygen_e;co;co_e;o3;o3_e;pm1;pm1_e;pm2_5;pm2_5_e;pm10;pm10_e;cnt0_3;cnt0_3_e;cnt0_5;cnt0_5_e;cnt1;cnt1_e;cnt2_5;cnt2_5_e;cnt5;cnt5_e;cnt10;cnt10_e;TypPS;temperature;temperature_e;humidity;humidity_e;humidity_abs;humidity_abs_e;dewpt;dewpt_e;pressure;pressure_e;pressure_rel;pressure_rel_e;no2;no2_e;so2;so2_e;h2s;h2s_e;sound;sound_e;sound_max;tvoc_ionsc;tvoc_ionsc_e;radon;radon_e;n2o;n2o_e;no2_insplorion;no2_insplorion_e;ch4_MIPEX;ch4_MIPEX_e;c3h8_MIPEX;c3h8_MIPEX_e;flammable;ethanol;ethanol_e;iaq_spec;iaq_spec_e;resp_irr_spec;resp_irr_spec_e;nh3_MR100;nh3_MR100_e;acid_M100;acid_M100_e;h2_M1000;h2_M1000_e;no_M250;no_M250_e;cl2_M20;cl2_M20_e;ch2o_M10;ch2o_M10_e;pm1_SPS30;pm1_SPS30_e;pm2_5_SPS30;pm2_5_SPS30_e;pm4_SPS30;pm4_SPS30_e;pm10_SPS30;pm10_SPS30_e;cnt0_5_SPS30;cnt0_5_SPS30_e;cnt1_SPS30;cnt1_SPS30_e;cnt2_5_SPS30;cnt2_5_SPS30_e;cnt4_SPS30;cnt4_SPS30_e;cnt10_SPS30;cnt10_SPS30_e;TypPS_SPS30;br2;f2;hf;hcl;hcn;ch4s;clo2;cs2;ph3;sih4;c2h4;c2h4o;ash3;h2o2;refrigerant
03.12.2022 01:00:40;1670025640000;880f01e687e2572cea04e80fc6a68085;362490;OK;1801;0;0;0;0;0,02;3,53;0;0;672;788;"";142,762;21,41;463,879;63,92;20,889;0,82;1,594;0,22;13,197;1,66;6,913;11,0;8,751;11,0;10,143;11,0;1119,212;118,91;345,687;43,6;41,264;13,99;2,289;10,15;1,562;10,04;0,0;10,0;2,491;21,457;0,54;31,998;3,35;6,044;0,55;4,241;1,31;957,2169;1,0;"";"";19,509;2,52;107,467;12,86;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:02:40;1670025760000;880f01e687e2572cea04e80fc6a68085;362610;OK;1811;0;0;0;0;-0,02;-4,75;0;0;654;789;"";142,177;21,33;464,439;63,93;20,893;0,82;1,592;0,22;13,204;1,66;7,333;10,99;9,035;11,0;9,846;11,0;1134,456;120,35;357,534;44,79;43,343;14,26;1,605;10,08;0,975;10,0;0,0;10,0;1,946;21,45;0,54;32,034;3,35;6,048;0,55;4,25;1,31;957,1939;1,0;"";"";19,567;2,52;107,448;12,86;"";"";13,137;19,94;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:04:39;1670025879000;880f01e687e2572cea04e80fc6a68085;362730;OK;1787;0;0;0;0;-0,01;-2,75;0;0;649;790;"";145,154;21,77;465,466;63,96;20,894;0,82;1,592;0,22;13,213;1,66;7,462;11,0;8,796;11,0;10,792;11,0;1170,06;123,91;364,743;45,49;34,128;13,37;2,696;10,22;2,402;10,21;0,666;10,0;2,776;21,447;0,54;32,124;3,35;6,064;0,55;4,288;1,3;957,204;1,0;"";"";19,567;2,52;107,391;12,85;"";"";13,014;19,99;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:06:40;1670026000000;880f01e687e2572cea04e80fc6a68085;362850;OK;1809;0;0;0;0;0,03;5,87;0;0;672;790;"";143,061;21,46;465,761;63,97;20,892;0,82;1,593;0,22;13,175;1,66;6,921;10,87;8,51;11,0;9,729;11,0;1135,334;120,48;350,159;44,04;42,676;14,22;2,227;10,15;1,64;10,1;0,36;10,0;2,245;21,443;0,54;32,101;3,35;6,058;0,55;4,274;1,3;957,193;1,0;"";"";19,464;2,52;107,098;12,84;"";"";13,001;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:08:40;1670026120000;880f01e687e2572cea04e80fc6a68085;362970;OK;1783;0;0;0;0;-0,08;2,31;0;0;641;789;"";139,852;20,98;464,928;63,95;20,895;0,82;1,591;0,22;13,109;1,66;7,65;10,97;10,078;11,0;10,544;11,0;1223,832;129,1;376,652;46,63;43,323;14,25;2,687;10,28;0,5809999;10,01;0,037;10,0;1,734;21,44;0,54;32,015;3,35;6,041;0,55;4,233;1,31;957,1859;1,0;"";"";19,322;2,53;106,234;12,79;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:10:40;1670026240000;880f01e687e2572cea04e80fc6a68085;363090;OK;1787;0;0;0;0;0,04;-2,04;0;0;645;792;"";144,232;21,63;464,718;63,94;20,888;0,82;1,59;0,22;13,287;1,66;7,548;11,0;8,827;11,0;10,132;11,0;1168,058;123,62;364,478;45,47;33,65;13,37;2,061;10,14;1,321;10,02;0,004;10,0;2,311;21,437;0,54;32,212;3,34;6,077;0,55;4,318;1,3;957,166;1,0;"";"";19,419;2,53;106,943;12,83;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:12:41;1670026361000;880f01e687e2572cea04e80fc6a68085;363211;OK;1805;0;0;0;0;0,1;-4,61;0;0;666;792;"";143,859;21,58;463,642;63,91;20,889;0,82;1,59;0,22;13,338;1,67;7,042;11,0;8,3;11,0;8,809;11,0;1087,082;115,81;342,02;43,26;30,867;12,99;0,884;10,01;0,638;10,0;0,0;10,0;1,702;21,433;0,54;32,201;3,34;6,074;0,55;4,31;1,3;957,145;1,0;"";"";19,461;2,52;107,088;12,84;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:14:43;1670026483000;880f01e687e2572cea04e80fc6a68085;363333;OK;1790;0;0;0;0;0,15;-6,62;0;0;640;794;"";147,315;22,1;462,701;63,88;20,89;0,82;1,588;0,22;13,404;1,67;7,671;11,0;9,094;11,0;9,393;11,0;1168,951;123,77;368,722;45,85;34,785;13,44;0,847;10,03;0,182;10,0;0,0;10,0;1,494;21,426;0,54;32,301;3,34;6,09;0,55;4,348;1,29;957,15;1,0;"";"";19,549;2,52;107,142;12,84;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:16:43;1670026603000;880f01e687e2572cea04e80fc6a68085;363452;OK;1809;0;0;0;0;-0,01;-7,08;0;0;657;793;"";145,709;21,86;461,734;63,85;20,888;0,82;1,588;0,22;13,379;1,67;7,27;11,0;9,146;11,0;10,301;11,0;1151,098;122,01;355,997;44,62;51,814;15,06;2,838;10,28;2,054;10,22;0,634;10,0;2,198;21,422;0,54;32,232;3,34;6,076;0,55;4,314;1,3;957,1569;1,0;"";"";19,608;2,52;107,065;12,83;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:18:44;1670026724000;880f01e687e2572cea04e80fc6a68085;363573;OK;1805;0;0;0;0;-0,09;-5,42;0;0;677;793;"";141,561;21,23;461,936;63,86;20,892;0,82;1,587;0,22;13,213;1,66;6,794;10,88;9,159;11,0;9,636;11,0;1100,559;117,06;343,6;43,45;43,408;14,29;1,132;10,04;0,684;10,03;0,087;10,0;1,769;21,415;0,54;32,176;3,34;6,063;0,55;4,282;1,3;957,15;1,0;"";"";19,398;2,53;106,327;12,8;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:20:45;1670026845000;880f01e687e2572cea04e80fc6a68085;363694;OK;1814;0;0;0;0;-0,08;-2,52;0;0;657;793;"";143,075;21,46;462,133;63,86;20,893;0,82;1,587;0,22;13,141;1,66;7,258;10,99;9,925;11,0;10,949;11,0;1182,971;125,12;372,059;46,23;45,94;14,47;3,449;10,42;1,413;10,08;0,29;10,0;2,134;21,41;0,54;32,193;3,34;6,064;0,55;4,286;1,3;957,154;1,0;"";"";19,4;2,53;106,315;12,79;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:22:45;1670026965000;880f01e687e2572cea04e80fc6a68085;363815;OK;1806;0;0;0;0;-0,12;1,54;0;0;635;790;"";138,391;20,76;462,169;63,87;20,892;0,82;1,585;0,22;12,886;1,64;7,804;10,96;9,638;11,0;11,603;11,0;1235,579;130,21;388,603;47,77;42,82;14,25;3,618;10,36;2,636;10,3;1,636;10,03;2,699;21,404;0,54;31,962;3,35;6,019;0,55;4,178;1,31;957,1509;1,0;"";"";19,113;2,54;105,493;12,75;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:24:45;1670027085000;880f01e687e2572cea04e80fc6a68085;363935;OK;1820;0;0;0;0;0,08;0,27;0;0;679;795;"";146,033;21,9;462,688;63,88;20,885;0,82;1,586;0,22;13,141;1,66;6,744;10,98;8,608;11,0;10,379;11,0;1095,522;116,62;340,571;43,12;36,265;13,55;3,784;10,33;2,628;10,27;0,175;10,0;2,716;21,402;0,54;32,301;3,34;6,082;0,55;4,327;1,29;957,15;1,0;"";"";19,276;2,53;106,011;12,78;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
03.12.2022 01:26:46;1670027206000;880f01e687e2572cea04e80fc6a68085;364056;OK;1800;0;0;0;0;0,11;-0,07;0;0;670;795;"";145,895;21,88;462,431;63,87;20,893;0,82;1,586;0,22;13,284;1,66;6,943;11,0;8,278;11,0;9,653;11,0;1071,634;114,3;330,283;42,11;32,817;13,24;1,763;10,09;1,503;10,05;0,752;10,0;2,453;21,398;0,54;32,293;3,34;6,079;0,55;4,319;1,29;957,172;1,0;"";"";19,393;2,53;106,211;12,79;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
