DateTime;timestamp;DeviceID;uptime;Status;measuretime;person;window_open;window_event;door_event;dHdt;dCO2dt;bat;bat_e;health;performance;virus;tvoc;tvoc_e;co2;co2_e;oxygen;oxygen_e;co;co_e;o3;o3_e;pm1;pm1_e;pm2_5;pm2_5_e;pm10;pm10_e;cnt0_3;cnt0_3_e;cnt0_5;cnt0_5_e;cnt1;cnt1_e;cnt2_5;cnt2_5_e;cnt5;cnt5_e;cnt10;cnt10_e;TypPS;temperature;temperature_e;humidity;humidity_e;humidity_abs;humidity_abs_e;dewpt;dewpt_e;pressure;pressure_e;pressure_rel;pressure_rel_e;no2;no2_e;so2;so2_e;h2s;h2s_e;sound;sound_e;sound_max;tvoc_ionsc;tvoc_ionsc_e;radon;radon_e;n2o;n2o_e;no2_insplorion;no2_insplorion_e;ch4_MIPEX;ch4_MIPEX_e;c3h8_MIPEX;c3h8_MIPEX_e;flammable;ethanol;ethanol_e;iaq_spec;iaq_spec_e;resp_irr_spec;resp_irr_spec_e;nh3_MR100;nh3_MR100_e;acid_M100;acid_M100_e;h2_M1000;h2_M1000_e;no_M250;no_M250_e;cl2_M20;cl2_M20_e;ch2o_M10;ch2o_M10_e;pm1_SPS30;pm1_SPS30_e;pm2_5_SPS30;pm2_5_SPS30_e;pm4_SPS30;pm4_SPS30_e;pm10_SPS30;pm10_SPS30_e;cnt0_5_SPS30;cnt0_5_SPS30_e;cnt1_SPS30;cnt1_SPS30_e;cnt2_5_SPS30;cnt2_5_SPS30_e;cnt4_SPS30;cnt4_SPS30_e;cnt10_SPS30;cnt10_SPS30_e;TypPS_SPS30;br2;f2;hf;hcl;hcn;ch4s;clo2;cs2;ph3;sih4;c2h4;c2h4o;ash3;h2o2;refrigerant
19.12.2022 01:01:50;1671408110000;880f01e687e2572cea04e80fc6a68085;1744944;OK;1791;0;0;0;0;0,02;0,55;0;0;374;703;"";62,12;9,32;437,042;63,11;20,918;0,87;1,519;0,21;14,604;1,82;15,596;11,51;22,68;12,01;25,447;12,48;2239,382;227,72;707,071;78,82;131,746;22,87;9,014;10,85;3,709;10,39;0,798;10,0;2,352;20,054;0,54;18,518;3,69;3,224;0,6;-4,485;2,48;967,081;1,0;"";"";25,155;2,28;111,608;14,97;"";"";13,023;20,01;19,2;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:03:51;1671408231000;880f01e687e2572cea04e80fc6a68085;1745066;OK;1790;0;0;0;0;0,03;-0,49;0;0;370;704;"";62,136;9,32;437,438;63,12;20,921;0,87;1,517;0,21;14,566;1,81;15,809;11,57;24,548;12,27;27,494;12,8;2290,447;232,68;726,709;80,66001;133,268;22,93;13,512;11,25;4,727;10,44;0,168;10,0;2,405;20,044;0,54;18,577;3,69;3,232;0,6;-4,451;2,47;967,1249;1,0;"";"";25,041;2,29;111,653;14,97;"";"";13,274;19,88;47,4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:05:51;1671408351000;880f01e687e2572cea04e80fc6a68085;1745185;OK;1779;0;0;0;0;0,05;-3,67;0;0;396;704;"";63,809;9,57;437,195;63,12;20,919;0,87;1,517;0,21;14,487;1,81;14,804;11,25;22,755;12,1;25,513;12,53;2220,444;225,89;696,596;77,66;120,995;21,8;9,628;10,95;4,02;10,39;0,741;10,12;2,418;20,037;0,54;18,599;3,69;3,235;0,6;-4,441;2,46;967,1129;1,0;"";"";25,114;2,29;111,816;14,98;"";"";13,028;19,99;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:07:53;1671408473000;880f01e687e2572cea04e80fc6a68085;1745308;OK;1792;0;0;0;0;0,02;2,72;0;0;393;704;"";63,255;9,49;438,249;63,15;20,919;0,87;1,516;0,21;14,377;1,8;14,899;11,19;19,317;12,01;21,689;12,06;2145,128;218,58;672,865;75,41;94,523;19,23;4,194;10,38;2,505;10,23;1,12;10,08;2,226;20,031;0,54;18,602;3,69;3,234;0,6;-4,445;2,46;967,004;1,0;"";"";25,121;2,29;111,683;14,97;"";"";13,003;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:09:54;1671408594000;880f01e687e2572cea04e80fc6a68085;1745428;OK;1791;0;0;0;0;-0,0;-3,6;0;0;368;704;"";63,851;9,58;435,343;63,06;20,923;0,87;1,515;0,21;14,341;1,8;15,818;11,65;22,012;12,04;25,478;12,55;2281,093;231,77;720,679;80,09;114,385;21,16;9,404;10,96;3,515;10,38;0,895;10,01;2,541;20,02;0,54;18,602;3,69;3,232;0,6;-4,453;2,46;966,8799;1,0;"";"";24,977;2,29;110,593;14,91;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:11:53;1671408713000;880f01e687e2572cea04e80fc6a68085;1745547;OK;1806;0;0;0;0;-0,02;-7,86;0;0;383;705;"";63,444;9,52;434,929;63,05;20,921;0,87;1,514;0,21;14,278;1,8;15,305;11,42;22,71;12,17;24,46;12,35;2183,911;222,33;689,524;77,0;110,348;20,67;8,36;10,87;2,182;10,21;0,095;10,0;2,084;20,0;0,54;18,603;3,69;3,228;0,6;-4,469;2,46;966,838;1,0;"";"";24,919;2,29;109,821;14,87;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:13:54;1671408834000;880f01e687e2572cea04e80fc6a68085;1745668;OK;1801;0;0;0;0;-0,03;-9,08;0;0;378;705;"";61,534;9,23;435,646;63,07;20,919;0,87;1,514;0,21;14,271;1,8;15,485;11,54;22,979;12,29;26,022;12,63;2257,49;229,45;714,764;79,54;123,853;22,06;9,823;10,94;3,665;10,31;0,184;10,0;2,459;19,991;0,54;18,592;3,69;3,225;0,6;-4,484;2,46;966,8389;1,0;"";"";24,891;2,3;110,113;14,89;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:15:54;1671408954000;880f01e687e2572cea04e80fc6a68085;1745788;OK;1810;0;0;0;0;-0,02;4,21;0;0;405;705;"";62,301;9,35;436,798;63,1;20,92;0,87;1,514;0,21;14,268;1,8;14,472;11,24;20,532;12,06;23,716;12,24;2124,349;216,48;673,893;75,53;115,402;21,24;7,843;10,74;4,179;10,42;0,448;10,0;2,567;19,982;0,54;18,607;3,69;3,226;0,6;-4,48;2,46;966,84;1,0;"";"";24,753;2,3;110,204;14,89;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:17:55;1671409075000;880f01e687e2572cea04e80fc6a68085;1745909;OK;1792;0;0;0;0;-0,01;10,75;0;0;361;705;"";60,69;9,1;438,594;63,16;20,921;0,87;1,512;0,21;14,286;1,8;16,137;11,7;23,057;12,06;26,207;12,56;2267,682;230,49;714,789;79,56;117,115;21,38;12,445;11,23;4,448;10,37;0,598;10,0;2,446;19,971;0,54;18,609;3,69;3,224;0,6;-4,488;2,46;966,801;1,0;"";"";24,711;2,3;110,335;14,9;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
19.12.2022 01:19:55;1671409195000;880f01e687e2572cea04e80fc6a68085;1746029;OK;1804;0;0;0;0;-0,01;6,87;0;0;371;705;"";59,979;9,0;437,878;63,14;20,922;0,87;1,511;0,21;14,268;1,8;15,728;11,52;22,654;12,06;25,932;12,47;2306,641;234,26;727,676;80,77;119,173;21,57;8,744;10,8;4,163;10,38;0,315;10,01;2,489;19,956;0,54;18,612;3,69;3,221;0,59;-4,499;2,46;966,7029;1,0;"";"";24,665;2,31;109,802;14,87;"";"";13,0;20,0;13,0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
