UNIX,EDA
1677829223.0,0.826608
1677829223.25,1.098566
1677829223.5,0.718011
1677829223.75,0.705195
1677829224.0,0.60267
1677829224.25,0.392494
1677829224.5,0.277084
1677829224.75,0.42959
1677829225.0,0.525708
1677829225.25,0.696155
1677829225.5,0.793554
1677829225.75,0.84738
1677829226.0,0.975536
1677829226.25,0.0
1677829226.5,0.037165
1677829226.75,0.538256
1677829227.0,0.749714
1677829227.25,1.056275
1677829227.5,0.903838
1677829227.75,0.891022
1677829228.0,0.83976
1677829228.25,0.851294
1677829228.5,0.843604
1677829228.75,0.837196
1677829229.0,0.816691
1677829229.25,0.796186
1677829229.5,0.793623
1677829229.75,0.783371
1677829230.0,0.760303
1677829230.25,0.756458
1677829230.5,0.748769
1677829230.75,0.739798
1677829231.0,0.75005
1677829231.25,0.75774
1677829231.5,0.771837
1677829231.75,0.788497
1677829232.0,0.770555
1677829232.25,0.7744
1677829232.5,0.776963
1677829232.75,0.76671
1677829233.0,0.73339
1677829233.25,0.7257
1677829233.5,0.730827
1677829233.75,0.726982
1677829234.0,0.723137
1677829234.25,0.720574
1677829234.5,0.726982
1677829234.75,0.34764
1677829235.0,0.0
1677829235.25,0.708704
1677829235.5,0.8807
1677829235.75,0.834564
1677829236.0,0.810214
1677829236.25,0.796117
1677829236.5,0.799962
1677829236.75,0.794836
1677829237.0,0.787146
1677829237.25,0.78971
1677829237.5,0.788428
1677829237.75,0.797399
1677829238.0,0.824312
1677829238.25,0.832001
1677829238.5,0.834564
1677829238.75,0.821749
1677829239.0,0.824312
1677829239.25,0.832001
1677829239.5,0.828156
1677829239.75,0.817904
1677829240.0,0.785865
1677829240.25,0.816622
1677829240.5,0.817904
1677829240.75,0.807651
1677829241.0,0.807651
1677829241.25,0.799962
1677829241.5,0.801244
1677829241.75,0.79868
1677829242.0,0.787146
1677829242.25,0.793554
1677829242.5,0.792273
1677829242.75,0.793554
1677829243.0,0.785865
1677829243.25,0.793554
1677829243.5,0.78202
1677829243.75,0.783302
1677829244.0,0.778175
1677829244.25,0.773049
1677829244.5,0.767923
1677829244.75,0.76536
1677829245.0,0.764078
1677829245.25,0.762797
1677829245.5,0.778175
1677829245.75,0.793554
1677829246.0,0.78971
1677829246.25,0.771768
1677829246.5,0.764078
1677829246.75,0.767923
1677829247.0,0.774331
1677829247.25,0.774331
1677829247.5,0.771768
1677829247.75,0.767923
1677829248.0,0.762797
1677829248.25,0.766641
1677829248.5,0.760234
1677829248.75,0.758952
1677829249.0,0.770486
1677829249.25,0.776894
1677829249.5,0.774331
1677829249.75,0.775612
1677829250.0,0.775612
1677829250.25,0.775612
1677829250.5,0.775612
1677829250.75,0.774331
1677829251.0,0.774331
1677829251.25,0.770486
1677829251.5,0.770486
1677829251.75,0.766641
1677829252.0,0.764078
1677829252.25,0.75767
1677829252.5,0.756389
1677829252.75,0.752544
1677829253.0,0.749981
1677829253.25,0.748699
1677829253.5,0.739729
1677829253.75,0.742292
1677829254.0,0.733321
1677829254.25,0.730758
1677829254.5,0.728194
1677829254.75,0.725631
1677829255.0,0.723068
1677829255.25,0.72435
1677829255.5,0.72435
1677829255.75,0.72435
1677829256.0,0.72435
1677829256.25,0.725631
1677829256.5,0.723068
1677829256.75,0.723068
1677829257.0,0.717942
1677829257.25,0.71666
1677829257.5,0.708971
1677829257.75,0.712816
1677829258.0,0.712816
1677829258.25,0.703845
1677829258.5,0.697437
1677829258.75,0.707689
1677829259.0,0.0
1677829259.25,0.025631
1677829259.5,0.047418
1677829259.75,0.062797
1677829260.0,0.749714
1677829260.25,0.373202
1677829260.5,0.606446
1677829260.75,0.656427
1677829261.0,0.661553
1677829261.25,0.661553
1677829261.5,0.664116
1677829261.75,0.65899
1677829262.0,0.657709
1677829262.25,0.657709
1677829262.5,0.651301
1677829262.75,0.652582
1677829263.0,0.652582
1677829263.25,0.656427
1677829263.5,0.653864
1677829263.75,0.651301
1677829264.0,0.646174
1677829264.25,0.648738
1677829264.5,0.646174
1677829264.75,0.648738
1677829265.0,0.643611
1677829265.25,0.643611
1677829265.5,0.641048
1677829265.75,0.638485
1677829266.0,0.638485
1677829266.25,0.637204
1677829266.5,0.633359
1677829266.75,0.630796
1677829267.0,0.63464
1677829267.25,0.628233
1677829267.5,0.628233
1677829267.75,0.626951
1677829268.0,0.625669
1677829268.25,0.620543
1677829268.5,0.620543
1677829268.75,0.619262
1677829269.0,0.616699
1677829269.25,0.616699
1677829269.5,0.61798
1677829269.75,0.615417
1677829270.0,0.614135
1677829270.25,0.616699
1677829270.5,0.616699
1677829270.75,0.615417
1677829271.0,0.61798
1677829271.25,0.619262
1677829271.5,0.616699
1677829271.75,0.619262
1677829272.0,0.616699
1677829272.25,0.61798
1677829272.5,0.616699
1677829272.75,0.614135
1677829273.0,0.612854
1677829273.25,0.610291
1677829273.5,0.611572
1677829273.75,0.607728
1677829274.0,0.606446
1677829274.25,0.606446
1677829274.5,0.607728
1677829274.75,0.60132
1677829275.0,0.600038
1677829275.25,0.597475
1677829275.5,0.592349
1677829275.75,0.592349
1677829276.0,0.592349
1677829276.25,0.592349
1677829276.5,0.588504
1677829276.75,0.591067
1677829277.0,0.587223
1677829277.25,0.588504
1677829277.5,0.587223
1677829277.75,0.584659
1677829278.0,0.562873
1677829278.25,0.57697
1677829278.5,0.588504
1677829278.75,0.602601
1677829279.0,0.614135
1677829279.25,0.609009
1677829279.5,0.605164
1677829279.75,0.60132
1677829280.0,0.602601
1677829280.25,0.60132
1677829280.5,0.602601
1677829280.75,0.598757
1677829281.0,0.594912
1677829281.25,0.592349
1677829281.5,0.591067
