UNIX,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu,segment_indices,start,end
1677484984.0,83.8240232844509,715.7852564102565,122.31685337338034,97.17940525417696,148.97654317598682,0.76,0.64,78.125,105.08449807707657,135.13664959033133,44613.02526374655,0.7776165710459874,0.23333333333333334,763.4475182745534,3986.4344357506748,6242.428992547948,0.6386030887190832,10992.310946573176,6.945286773501947,36.26566292680645,56.78905029969162,38.97240845666215,61.02759154333784,"0, 15360",0,15360
1677485014.0,84.24057940589903,712.2458133971292,116.64064334715779,98.65746958793974,146.74786767752167,0.7337278106508875,0.6035502958579881,62.5,103.72090927898665,124.52776896044733,40577.22988724092,0.8329138965938643,0.13333333333333333,632.246624854863,3803.5422362906365,4850.886980286116,0.7840921158848139,9286.675841431615,6.808104812210147,40.95698289932224,52.23491228846762,43.94908249992161,56.05091750007839,"1920, 17280",1920,17280
1677485044.0,83.99306224706109,714.3447136563876,117.97963711512544,104.22506730854586,153.11828664123487,0.7473684210526316,0.5842105263157895,62.5,108.26042209589924,121.74697178371277,41407.380437414344,0.8892247627171147,0.23333333333333334,896.3679418758971,2264.261411848679,3509.723306986205,0.6451395776247095,6670.3526607107815,13.438089220613737,33.94515293299954,52.61675784638671,39.21488403775301,60.78511596224699,"3840, 19200",3840,19200
1677485074.0,82.91937765205093,723.5944323144105,109.725279810946,99.24890888585199,144.12886104931394,0.7244897959183674,0.5561224489795918,62.5,101.90138340653934,111.39048018041741,35659.72821261766,0.9148123182653605,0.23333333333333334,697.8246210292202,1402.3149748411015,2512.8593408943593,0.5580554995736448,4612.998936764681,15.1273527394012,30.399204380146955,54.47344288045184,35.81743395702876,64.18256604297123,"5760, 21120",5760,21120
1677485104.0,83.17689530685921,721.3541666666666,108.86308512949107,100.05744723592618,143.05678729450636,0.717948717948718,0.517948717948718,46.875,101.15236214625892,109.91904702850563,34930.02176306662,0.9202441695116478,0.2,697.7356686212581,1030.0821299318975,2496.6458980137754,0.412586394711155,4224.463696566931,16.51655023543658,24.38373729590831,59.09971246865513,29.207869780985714,70.7921302190143,"7680, 23040",7680,23040
1677485134.0,83.3236305901032,720.0838414634146,92.2517868136121,92.38238947870987,125.65980098932761,0.663594470046083,0.423963133640553,31.25,88.8139118172961,87.02664742801936,24281.92565142082,1.0205369785243652,0.23333333333333334,658.6796125531262,814.9541795061392,2881.3736116635455,0.2828353033453478,4355.007403722811,15.124649661675983,18.713037750739257,66.16231258758475,22.04767070315079,77.95232929684921,"9600, 24960",9600,24960
1677485164.0,82.9943689963564,722.94061302682,78.15029555548487,83.14491193465682,109.20675942869251,0.6485355648535565,0.3514644351464435,31.25,77.19281462987202,76.17029641760166,18471.935138927354,1.0134241070385814,0.2,434.76041741113136,728.2507979127132,2416.5279703567535,0.30136245342328943,3579.539185680598,12.145709122289379,20.344819825578938,67.50947105213167,23.157457219588796,76.84254278041121,"11520, 26880",11520,26880
1677485194.0,82.75730924649393,725.0114889705883,73.47928750955363,78.28249695548025,100.8636874989327,0.615686274509804,0.3176470588235294,31.25,71.30791954880398,73.2496464907825,16409.417758162723,0.9734916544310851,0.2,507.70744872973313,581.4813749117801,1539.6902241506855,0.3776612761391879,2628.8790477921984,19.312697142005035,22.118985481668446,58.568317376326526,27.41321707158386,72.58678292841614,"13440, 28800",13440,28800
1677485224.0,82.88830849592873,723.8656583629893,66.85166654438981,73.312530187909,92.38412111459708,0.6015037593984962,0.2669172932330827,31.25,65.32320685127817,67.55931480769794,13864.448725810911,0.96690155957347,0.23333333333333334,485.2552083785122,542.5727885256099,696.9415582815388,0.7785054314502944,1724.769555185661,28.13449523848288,31.457697458441352,40.407807303075764,43.77301399723344,56.22698600276656,"15360, 30720",15360,30720
1677485254.0,83.55316285329745,718.1056701030927,64.3747051678253,68.43252908982093,85.17388212533017,0.5631768953068592,0.23104693140794225,31.25,60.22120472818011,67.20956016671566,12715.409913953312,0.8960214079485018,0.2,356.7189464938497,687.3213952215465,410.7715980849638,1.6732446898127102,1454.81193980036,24.519935308119706,47.24469028731409,28.23537440456619,62.59227582829086,37.40772417170913,"17280, 32640",17280,32640
