1677484984.000000, 1677484984.000000, 1677484984.000000
32.000000, 32.000000, 32.000000
12,10,62
20,7,66
22,0,65
19,2,63
16,1,62
14,0,61
15,-1,61
12,0,60
10,1,60
9,4,62
8,3,63
6,1,60
6,1,61
6,1,63
6,1,63
7,1,64
7,2,64
7,1,62
8,1,62
10,0,61
11,1,62
14,2,63
14,4,63
14,-4,60
15,1,60
9,-1,59
6,-1,61
-1,1,63
4,1,64
5,1,65
2,2,65
4,2,66
2,3,67
3,2,63
6,1,63
9,0,64
-3,3,63
-9,3,57
-15,1,59
-17,2,62
-22,1,59
-17,0,58
-21,2,62
-23,2,62
-24,2,58
-21,2,60
-16,2,62
-16,1,60
-24,1,57
-9,0,66
-1,0,65
-11,1,61
-12,-1,62
-6,-1,64
-6,-2,64
-8,-1,62
-6,-2,61
-6,-2,60
-8,-3,60
-8,-3,62
-9,-3,62
-10,-2,62
-10,-2,64
-10,-1,63
-12,-1,63
-13,-1,63
-10,-1,63
-10,-1,63
-10,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-9,-1,63
-9,-1,63
-10,-1,63
-9,-1,63
-10,-1,63
-9,-2,63
-10,-2,62
-10,-2,62
-10,-2,62
-11,-2,62
-9,-2,63
-8,-1,63
-8,-2,63
-10,-2,62
-9,-2,62
-9,-2,62
-9,-1,62
-9,-2,63
-8,-2,63
-9,-1,63
-9,-2,63
-9,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-9,-2,63
-9,-2,63
-8,-2,63
-9,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-8,-2,62
-7,-2,63
-7,0,64
-7,0,63
-9,1,61
-10,0,60
-11,0,58
-14,-1,60
-12,-1,61
-8,1,63
-7,1,64
-6,1,67
-7,1,67
-8,2,65
-8,2,64
-6,1,61
-5,1,60
-7,0,60
-8,0,61
-9,0,61
-8,1,62
-9,1,65
-10,1,65
-10,1,64
-10,1,62
-8,1,62
-8,1,62
-8,0,62
-8,0,62
-8,0,63
-9,0,63
-9,0,63
-10,0,63
-10,0,62
-9,0,62
-9,0,62
-9,-1,62
-9,0,62
-8,0,62
-9,0,62
-9,0,63
-8,0,63
-9,0,63
-9,0,63
-9,0,63
-9,0,62
-9,0,63
-9,0,62
-9,0,62
-9,0,62
-9,0,62
-9,0,63
-8,0,63
-8,0,63
-9,0,62
-9,0,62
-9,0,62
-8,0,62
-9,0,63
-9,0,62
-9,0,63
-9,0,63
-8,0,63
-8,0,63
-9,0,62
-9,0,62
-9,0,63
-9,0,63
-9,0,63
-9,0,63
-9,0,62
-9,0,63
-9,0,63
-9,0,62
-9,-1,63
-9,0,62
-9,0,63
-9,0,63
-9,0,63
-9,-1,62
-10,-1,63
-10,1,64
-9,-1,61
-10,0,61
-8,-1,62
-7,0,63
-6,0,63
-7,1,64
-9,0,62
-9,-1,62
-9,-1,62
-9,0,62
-9,0,63
-8,0,63
-8,0,63
-8,0,63
-8,0,63
-8,0,63
-8,-1,62
-8,0,62
-8,0,62
-8,0,63
-9,0,63
-9,0,62
-8,0,62
-9,0,63
-9,0,62
-9,0,63
-9,0,63
-8,0,63
-8,0,62
-9,0,62
-9,0,62
-8,0,62
-8,0,62
-9,0,63
-8,0,63
-9,0,63
-9,0,63
-8,0,62
-8,0,62
-8,0,62
-9,-1,62
-8,0,62
-8,0,63
-9,0,63
-9,0,63
-9,0,63
-9,0,63
-9,0,63
-9,0,62
-9,0,62
-9,-1,62
-9,-1,62
-9,-1,64
-9,0,64
-10,-1,63
-9,-1,62
-8,-1,62
-7,-1,62
-7,-2,62
-9,-1,62
-8,-1,63
-9,-1,63
-9,-1,64
-9,-1,63
-10,-1,62
-10,-2,62
-11,-1,64
-11,-1,64
-11,-1,61
-9,-1,63
-9,0,63
-8,0,62
-9,-1,62
-10,-1,61
-9,-1,62
-8,-1,62
-9,-2,62
-10,-4,64
-6,-6,64
-14,-1,63
-20,-4,54
-11,-8,58
-14,-9,62
-17,-6,59
-13,-5,58
-10,-4,64
-10,-2,66
-15,0,61
-12,-1,58
-10,0,65
-18,0,64
-15,1,62
-13,-1,63
-14,0,63
-12,1,65
-3,3,64
-5,1,63
-13,2,61
-14,0,62
-12,0,62
-9,0,62
-6,1,61
-5,2,62
-5,4,64
-8,3,62
-6,0,64
-9,0,64
-12,0,64
-10,0,64
-8,-1,62
-7,-1,61
-5,0,62
-5,1,61
-5,1,62
-4,1,63
-7,2,64
-10,2,63
-9,1,64
-7,-1,63
-8,-1,64
-7,-1,63
-7,-1,62
-7,-3,60
-6,-3,60
-7,-2,60
-8,-1,61
-10,1,64
-8,1,64
-5,1,66
-5,0,66
-7,0,65
-8,0,63
-7,-1,59
-7,-2,59
-7,-2,61
-7,-2,63
-8,-1,63
-9,0,64
-9,0,64
-8,0,64
-8,0,62
-8,0,62
-7,-1,62
-7,-1,62
-7,-2,62
-7,-1,62
-7,-1,63
-7,-1,64
-7,0,64
-7,0,63
-7,0,63
-7,-1,62
-5,-1,63
-6,-1,63
-10,-1,62
-8,-1,63
-8,-1,62
-9,-1,62
-10,-1,62
-9,-1,62
-8,-1,63
-8,-1,64
-8,-1,63
-8,0,63
-8,-1,62
-8,0,62
-7,0,62
-8,-1,62
-8,-1,62
-9,-1,63
-9,-1,63
-9,-1,62
-8,-1,62
-8,-1,63
-8,-1,62
-7,-1,63
-7,-1,63
-7,-1,63
-8,-1,63
-8,-1,63
-8,-1,63
-7,-1,63
-7,-1,62
