UNIX,EDA
1677484984.0,0.057622
1677484984.25,0.081951
1677484984.5,0.076829
1677484984.75,0.076829
1677484985.0,0.074268
1677484985.25,0.069146
1677484985.5,0.058902
1677484985.75,0.058902
1677484986.0,0.058902
1677484986.25,0.057622
1677484986.5,0.056341
1677484986.75,0.055061
1677484987.0,0.055061
1677484987.25,0.055061
1677484987.5,0.056341
1677484987.75,0.057622
1677484988.0,0.056341
1677484988.25,0.058902
1677484988.5,0.058902
1677484988.75,0.058902
1677484989.0,0.056341
1677484989.25,0.056341
1677484989.5,0.057622
1677484989.75,0.058902
1677484990.0,0.060183
1677484990.25,0.058902
1677484990.5,0.057622
1677484990.75,0.057622
1677484991.0,0.058902
1677484991.25,0.058902
1677484991.5,0.058902
1677484991.75,0.058902
1677484992.0,0.060183
1677484992.25,0.060183
1677484992.5,0.060183
1677484992.75,0.061463
1677484993.0,0.061463
1677484993.25,0.061463
1677484993.5,0.060183
1677484993.75,0.061463
1677484994.0,0.061463
1677484994.25,0.061463
1677484994.5,0.060183
1677484994.75,0.062744
1677484995.0,0.061463
1677484995.25,0.064024
1677484995.5,0.064024
1677484995.75,0.066585
1677484996.0,0.064024
1677484996.25,0.062744
1677484996.5,0.062744
1677484996.75,0.061463
1677484997.0,0.062744
1677484997.25,0.062744
1677484997.5,0.062744
1677484997.75,0.062744
1677484998.0,0.064024
1677484998.25,0.062744
1677484998.5,0.066585
1677484998.75,0.065305
1677484999.0,0.064024
1677484999.25,0.065305
1677484999.5,0.064024
1677484999.75,0.065305
1677485000.0,0.064024
1677485000.25,0.065305
1677485000.5,0.065305
1677485000.75,0.064024
1677485001.0,0.065305
1677485001.25,0.065305
1677485001.5,0.065305
1677485001.75,0.064024
1677485002.0,0.067866
1677485002.25,0.066585
1677485002.5,0.066585
1677485002.75,0.067866
1677485003.0,0.069146
1677485003.25,0.070427
1677485003.5,0.069146
1677485003.75,0.069146
1677485004.0,0.067866
1677485004.25,0.067866
1677485004.5,0.067866
1677485004.75,0.069146
1677485005.0,0.069146
1677485005.25,0.070427
1677485005.5,0.069146
1677485005.75,0.070427
1677485006.0,0.070427
1677485006.25,0.070427
1677485006.5,0.069146
1677485006.75,0.067866
1677485007.0,0.071707
1677485007.25,0.069146
1677485007.5,0.069146
1677485007.75,0.069146
1677485008.0,0.069146
1677485008.25,0.067866
1677485008.5,0.069146
1677485008.75,0.067866
1677485009.0,0.070427
1677485009.25,0.070427
1677485009.5,0.071707
1677485009.75,0.070427
1677485010.0,0.072988
1677485010.25,0.074268
1677485010.5,0.072988
1677485010.75,0.074268
1677485011.0,0.058902
1677485011.25,0.074268
1677485011.5,0.076829
1677485011.75,0.078109
1677485012.0,0.076829
1677485012.25,0.075548
1677485012.5,0.078109
1677485012.75,0.07939
1677485013.0,0.08067
1677485013.25,0.092195
1677485013.5,0.08067
1677485013.75,0.07939
1677485014.0,0.08067
1677485014.25,0.075548
1677485014.5,0.076829
1677485014.75,0.078109
