index,datetime,UNIX,EDA,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime,SessionID,Datetime,Date,Time,ElapsedMinutes,StartEnd,DateTime,timestamp,DeviceID,uptime,Status,measuretime,person,window_open,window_event,door_event,dHdt,dCO2dt,bat,bat_e,health,performance,virus,tvoc,tvoc_e,co2,co2_e,oxygen,oxygen_e,co,co_e,o3,o3_e,pm1,pm1_e,pm2_5,pm2_5_e,pm10,pm10_e,cnt0_3,cnt0_3_e,cnt0_5,cnt0_5_e,cnt1,cnt1_e,cnt2_5,cnt2_5_e,cnt5,cnt5_e,cnt10,cnt10_e,TypPS,temperature,temperature_e,humidity,humidity_e,humidity_abs,humidity_abs_e,dewpt,dewpt_e,pressure,pressure_e,pressure_rel,pressure_rel_e,no2,no2_e,so2,so2_e,h2s,h2s_e,sound,sound_e,sound_max,tvoc_ionsc,tvoc_ionsc_e,radon,radon_e,n2o,n2o_e,no2_insplorion,no2_insplorion_e,ch4_MIPEX,ch4_MIPEX_e,c3h8_MIPEX,c3h8_MIPEX_e,flammable,ethanol,ethanol_e,iaq_spec,iaq_spec_e,resp_irr_spec,resp_irr_spec_e,nh3_MR100,nh3_MR100_e,acid_M100,acid_M100_e,h2_M1000,h2_M1000_e,no_M250,no_M250_e,cl2_M20,cl2_M20_e,ch2o_M10,ch2o_M10_e,pm1_SPS30,pm1_SPS30_e,pm2_5_SPS30,pm2_5_SPS30_e,pm4_SPS30,pm4_SPS30_e,pm10_SPS30,pm10_SPS30_e,cnt0_5_SPS30,cnt0_5_SPS30_e,cnt1_SPS30,cnt1_SPS30_e,cnt2_5_SPS30,cnt2_5_SPS30_e,cnt4_SPS30,cnt4_SPS30_e,cnt10_SPS30,cnt10_SPS30_e,TypPS_SPS30,br2,f2,hf,hcl,hcn,ch4s,clo2,cs2,ph3,sih4,c2h4,c2h4o,ash3,h2o2,refrigerant
962,2022-12-02 15:22:00,1669994550,11.0925425375,11.0925425375,11.092540493173752,11.073063664139074,0.0194768290346992,0.025,0.025,0.0165365082611882,0.0242707019553393,0.0239583333333333,0.025,0.0131856540084388,P02_4,2022-12-02 15:22:29.875000064,2022-12-02,2023-04-03 15:22:29,52.0,0,02.12.2022 16:22:40,1669994560000.0,880f01e687e2572cea04e80fc6a68085,331410.0,OK,1803.0,0.0,1.0,0.0,0.0,-0.43,-392.52,0.0,0.0,655.0,511.0,,278.18,41.73,706.328,71.19,20.898,0.82,1.733,0.25,13.779,1.69,7.3,11.0,9.231,11.0,11.706,11.0,1178.935,125.09,366.784,45.73,45.577,14.48,4.334,10.43,3.195,10.23,0.25,10.0,3.087,23.817,0.53,32.575,3.31,7.044,0.62,6.561,1.29,956.909,1.0,,,20.591,2.47,126.384,14.07,,,13.964,19.6,76.30001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,2022-12-02 15:23:00,1669994610,12.328637566666666,12.328637566666666,12.328642618777382,12.34670579732911,-0.0180631785515532,0.0166666666666666,0.0166666666666666,0.0160806473976955,0.0196541413238096,0.0166666666666666,0.0125,0.002092050209205,P02_4,2022-12-02 15:23:29.875000064,2022-12-02,2023-04-03 15:23:29,53.0,0,02.12.2022 16:22:40,1669994560000.0,880f01e687e2572cea04e80fc6a68085,331410.0,OK,1803.0,0.0,1.0,0.0,0.0,-0.43,-392.52,0.0,0.0,655.0,511.0,,278.18,41.73,706.328,71.19,20.898,0.82,1.733,0.25,13.779,1.69,7.3,11.0,9.231,11.0,11.706,11.0,1178.935,125.09,366.784,45.73,45.577,14.48,4.334,10.43,3.195,10.23,0.25,10.0,3.087,23.817,0.53,32.575,3.31,7.044,0.62,6.561,1.29,956.909,1.0,,,20.591,2.47,126.384,14.07,,,13.964,19.6,76.30001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,2022-12-02 15:24:00,1669994670,11.583882658333332,11.583882658333332,11.583884668083313,11.61892502491016,-0.0350403568268015,0.0041666666666666,0.0041666666666666,0.0025494318310281,0.0022947045677845,0.0036458333333333,0.0041666666666666,0.0,P02_4,2022-12-02 15:24:29.875000064,2022-12-02,2023-04-03 15:24:29,54.0,0,02.12.2022 16:24:41,1669994681000.0,880f01e687e2572cea04e80fc6a68085,331531.0,OK,1793.0,0.0,1.0,0.0,0.0,0.08,-138.25,0.0,0.0,626.0,505.0,,278.875,41.83,713.667,71.41,20.895,0.82,1.734,0.25,13.75,1.69,8.004,11.0,9.861,11.0,12.249,11.0,1213.484,128.45,379.544,47.08,48.239,14.73,4.412,10.41,3.626,10.33,0.364,10.0,2.951,23.836,0.53,32.576,3.31,7.052,0.62,6.578,1.29,956.922,1.0,,,20.621,2.47,127.734,14.14,,,13.099,19.96,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,2022-12-02 15:25:00,1669994730,8.322021275,8.322021275,8.32202224212824,8.266876199666937,0.0551460424613229,0.0083333333333333,0.0083333333333333,0.0076614412227524,0.0107231067857674,0.0354166666666666,0.0041666666666666,0.0010416666666666,P02_4,2022-12-02 15:25:29.875000064,2022-12-02,2023-04-03 15:25:29,55.0,0,02.12.2022 16:24:41,1669994681000.0,880f01e687e2572cea04e80fc6a68085,331531.0,OK,1793.0,0.0,1.0,0.0,0.0,0.08,-138.25,0.0,0.0,626.0,505.0,,278.875,41.83,713.667,71.41,20.895,0.82,1.734,0.25,13.75,1.69,8.004,11.0,9.861,11.0,12.249,11.0,1213.484,128.45,379.544,47.08,48.239,14.73,4.412,10.41,3.626,10.33,0.364,10.0,2.951,23.836,0.53,32.576,3.31,7.052,0.62,6.578,1.29,956.922,1.0,,,20.621,2.47,127.734,14.14,,,13.099,19.96,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,2022-12-02 15:26:00,1669994790,8.808718095833333,8.808718095833333,8.80871395514801,8.834306141787073,-0.0255921866390431,0.0083333333333333,0.0083333333333333,0.0114445963343884,0.0202806561751964,0.0145833333333333,0.0125,0.0005252100840336,P02_4,2022-12-02 15:26:29.875000064,2022-12-02,2023-04-03 15:26:29,56.0,0,02.12.2022 16:26:42,1669994802000.0,880f01e687e2572cea04e80fc6a68085,331652.0,OK,1805.0,0.0,0.0,0.0,0.0,-0.01,-14.34,0.0,0.0,670.0,519.0,,265.785,39.87,685.896,70.58,20.899,0.82,1.734,0.25,13.397,1.67,6.956,11.0,9.312,11.0,10.486,11.0,1128.892,120.27,350.788,44.27,43.775,14.27,2.491,10.31,1.079,10.05,0.038,10.0,2.258,23.85,0.53,32.235,3.31,6.984,0.62,6.437,1.31,956.94,1.0,,,20.323,2.48,127.192,14.12,,,13.01,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,2022-12-02 15:27:00,1669994850,9.5911960625,9.5911960625,9.591222946418716,9.578610342296097,0.0126126041229288,0.0083333333333333,0.0083333333333333,0.0058006510163578,0.0090189686321181,0.00625,0.0083333333333333,0.0005230125523012,P02_4,2022-12-02 15:27:29.875000064,2022-12-02,2023-04-03 15:27:29,57.0,0,02.12.2022 16:26:42,1669994802000.0,880f01e687e2572cea04e80fc6a68085,331652.0,OK,1805.0,0.0,0.0,0.0,0.0,-0.01,-14.34,0.0,0.0,670.0,519.0,,265.785,39.87,685.896,70.58,20.899,0.82,1.734,0.25,13.397,1.67,6.956,11.0,9.312,11.0,10.486,11.0,1128.892,120.27,350.788,44.27,43.775,14.27,2.491,10.31,1.079,10.05,0.038,10.0,2.258,23.85,0.53,32.235,3.31,6.984,0.62,6.437,1.31,956.94,1.0,,,20.323,2.48,127.192,14.12,,,13.01,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,2022-12-02 15:28:00,1669994910,8.746911366666666,8.746911366666666,8.746898685118788,8.761664706592052,-0.0147660214730725,0.0083333333333333,0.0083333333333333,0.0114068000210509,0.0136654818831715,0.009375,0.0083333333333333,0.00836820083682,P02_4,2022-12-02 15:28:29.875000064,2022-12-02,2023-04-03 15:28:29,58.0,0,02.12.2022 16:28:43,1669994923000.0,880f01e687e2572cea04e80fc6a68085,331773.0,OK,1795.0,1.0,0.0,0.0,0.0,0.03,43.12,0.0,0.0,629.0,486.0,,305.613,45.84,740.9359,72.23001,20.89,0.82,1.734,0.25,13.527,1.68,7.932,11.0,10.031,11.0,11.408,11.0,1149.91,122.18,363.282,45.48,46.446,14.58,2.894,10.1,1.953,10.01,0.17,10.0,2.331,23.858,0.53,32.656,3.31,7.079,0.62,6.633,1.29,956.961,1.0,,,20.493,2.48,126.644,14.09,,,13.001,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,2022-12-02 15:29:00,1669994970,8.139898891666666,8.139898891666666,8.139878713852033,8.139956949126493,-7.823527434074306e-05,0.0083333333333333,0.0083333333333333,0.0040793276956778,0.0053112065591895,0.0083333333333333,0.0083333333333333,0.0161458333333333,P02_4,2022-12-02 15:29:29.875000064,2022-12-02,2023-04-03 15:29:29,59.0,0,02.12.2022 16:28:43,1669994923000.0,880f01e687e2572cea04e80fc6a68085,331773.0,OK,1795.0,1.0,0.0,0.0,0.0,0.03,43.12,0.0,0.0,629.0,486.0,,305.613,45.84,740.9359,72.23001,20.89,0.82,1.734,0.25,13.527,1.68,7.932,11.0,10.031,11.0,11.408,11.0,1149.91,122.18,363.282,45.48,46.446,14.58,2.894,10.1,1.953,10.01,0.17,10.0,2.331,23.858,0.53,32.656,3.31,7.079,0.62,6.633,1.29,956.961,1.0,,,20.493,2.48,126.644,14.09,,,13.001,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,2022-12-02 15:30:00,1669995030,8.6921874875,8.6921874875,8.692195831825133,8.69695259889471,-0.0047567670696139,0.0083333333333333,0.0083333333333333,0.0057847735124869,0.001687508557255,0.0026041666666666,0.0083333333333333,0.0010460251046025,P02_4,2022-12-02 15:30:29.875000064,2022-12-02,2023-04-03 15:30:29,60.0,0,02.12.2022 16:30:43,1669995043000.0,880f01e687e2572cea04e80fc6a68085,331894.0,OK,1802.0,7.0,0.0,0.0,0.0,0.3,372.71,0.0,0.0,642.0,420.0,,331.34,49.7,840.87,75.23,20.884,0.82,1.736,0.25,13.969,1.7,7.629,11.0,10.435,11.0,11.221,11.0,1209.792,128.13,380.193,47.12,56.513,15.53,2.125,10.1,0.83,10.0,0.25,10.0,1.985,23.864,0.53,32.864,3.3,7.126,0.62,6.731,1.28,956.979,1.0,,,21.025,2.45,128.1,14.17,,,13.0,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,2022-12-02 15:31:00,1669995090,9.102504970833332,9.102504970833332,9.1025047221321,9.130349059664868,-0.0278443375323606,0.0125,0.0125,0.0063876601422117,0.0076513393162585,0.0098958333333333,0.0125,0.240625,P02_4,2022-12-02 15:31:29.875000064,2022-12-02,2023-04-03 15:31:29,61.00000000000001,0,02.12.2022 16:30:43,1669995043000.0,880f01e687e2572cea04e80fc6a68085,331894.0,OK,1802.0,7.0,0.0,0.0,0.0,0.3,372.71,0.0,0.0,642.0,420.0,,331.34,49.7,840.87,75.23,20.884,0.82,1.736,0.25,13.969,1.7,7.629,11.0,10.435,11.0,11.221,11.0,1209.792,128.13,380.193,47.12,56.513,15.53,2.125,10.1,0.83,10.0,0.25,10.0,1.985,23.864,0.53,32.864,3.3,7.126,0.62,6.731,1.28,956.979,1.0,,,21.025,2.45,128.1,14.17,,,13.0,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,2022-12-02 15:32:00,1669995150,9.115299320833332,9.115299320833332,9.115296439226936,9.084440423597863,0.0308560156294234,0.0083333333333333,0.0083333333333333,0.0056723242509855,0.0083065364855788,0.0125,0.0083333333333333,0.0036458333333333,P02_4,2022-12-02 15:32:29.875000064,2022-12-02,2023-04-03 15:32:29,62.00000000000001,0,02.12.2022 16:32:42,1669995162000.0,880f01e687e2572cea04e80fc6a68085,332013.0,OK,1796.0,5.0,0.0,0.0,0.0,-0.06,253.08,0.0,0.0,664.0,477.0,,270.935,40.64,739.627,72.19,20.899,0.82,1.736,0.25,13.499,1.68,7.076,11.0,9.64,11.0,11.189,11.0,1133.505,120.69,358.229,44.95,44.259,14.38,2.773,10.2,1.834,10.02,0.649,10.0,2.546,23.869,0.53,32.099,3.32,6.962,0.63,6.392,1.31,956.988,1.0,,,20.358,2.48,126.998,14.11,,,13.0,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,2022-12-02 15:33:00,1669995210,9.340304841666669,9.340304841666669,9.340308872642654,9.36936470486604,-0.0290558322233234,0.0166666666666666,0.0166666666666666,0.0067874269759139,0.0097089679635417,0.0114583333333333,0.0125,0.0020833333333333,P02_4,2022-12-02 15:33:29.875000064,2022-12-02,2023-04-03 15:33:29,63.00000000000001,0,02.12.2022 16:32:42,1669995162000.0,880f01e687e2572cea04e80fc6a68085,332013.0,OK,1796.0,5.0,0.0,0.0,0.0,-0.06,253.08,0.0,0.0,664.0,477.0,,270.935,40.64,739.627,72.19,20.899,0.82,1.736,0.25,13.499,1.68,7.076,11.0,9.64,11.0,11.189,11.0,1133.505,120.69,358.229,44.95,44.259,14.38,2.773,10.2,1.834,10.02,0.649,10.0,2.546,23.869,0.53,32.099,3.32,6.962,0.63,6.392,1.31,956.988,1.0,,,20.358,2.48,126.998,14.11,,,13.0,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2022-12-02 15:34:00,1669995270,10.128948308333332,10.128948308333332,10.128944924009891,10.1003668788564,0.0285780451536009,0.0208333333333333,0.0208333333333333,0.0186485930031606,0.0306956128587177,0.0166666666666666,0.0208333333333333,0.0831589958158995,P02_4,2022-12-02 15:34:29.875000064,2022-12-02,2023-04-03 15:34:29,64.00000000000001,0,02.12.2022 16:34:43,1669995283000.0,880f01e687e2572cea04e80fc6a68085,332134.0,OK,1790.0,0.0,1.0,0.0,0.0,-0.53,-223.41,0.0,0.0,650.0,515.0,,264.207,39.63,685.049,70.55,20.903,0.82,1.737,0.25,13.035,1.65,7.46,11.0,9.645,11.0,11.127,11.0,1169.18,124.18,368.956,46.02,45.802,14.48,3.653,10.38,2.047,10.06,0.067,10.0,2.486,23.886,0.53,32.03,3.32,6.954,0.63,6.376,1.32,956.9929,1.0,,,19.555,2.52,126.727,14.1,,,13.6,19.82,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,2022-12-02 15:35:00,1669995330,9.182180329166666,9.182180329166666,9.182182162307132,9.221491157412943,-0.0393089951058276,0.0083333333333333,0.0041666666666666,0.0030000112548008,0.0043686577024297,0.0036458333333333,0.0041666666666666,0.0020833333333333,P02_4,2022-12-02 15:35:29.875000064,2022-12-02,2023-04-03 15:35:29,65.00000000000001,0,02.12.2022 16:34:43,1669995283000.0,880f01e687e2572cea04e80fc6a68085,332134.0,OK,1790.0,0.0,1.0,0.0,0.0,-0.53,-223.41,0.0,0.0,650.0,515.0,,264.207,39.63,685.049,70.55,20.903,0.82,1.737,0.25,13.035,1.65,7.46,11.0,9.645,11.0,11.127,11.0,1169.18,124.18,368.956,46.02,45.802,14.48,3.653,10.38,2.047,10.06,0.067,10.0,2.486,23.886,0.53,32.03,3.32,6.954,0.63,6.376,1.32,956.9929,1.0,,,19.555,2.52,126.727,14.1,,,13.6,19.82,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,2022-12-02 15:36:00,1669995390,10.121572779166666,10.121572779166666,10.121570067419976,10.091411346889442,0.0301587205308716,0.0125,0.0166666666666666,0.0156726460536998,0.017372421085837,0.01875,0.0166666666666666,0.0307291666666666,P02_4,2022-12-02 15:36:29.875000064,2022-12-02,2023-04-03 15:36:29,66.00000000000001,0,02.12.2022 16:36:44,1669995404000.0,880f01e687e2572cea04e80fc6a68085,332254.0,OK,1798.0,0.0,1.0,0.0,0.0,-0.45,-463.61,0.0,0.0,675.0,516.0,,267.899,40.18,682.577,70.48,20.901,0.82,1.737,0.25,12.893,1.64,6.846,10.98,8.253,11.0,9.337,11.0,1089.745,116.36,348.087,43.98,35.36,13.46,1.383,10.09,1.062,10.04,0.381,10.0,2.232,23.909,0.53,32.058,3.32,6.969,0.63,6.409,1.32,956.997,1.0,,,19.086,2.54,126.157,14.07,,,13.271,19.91,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,2022-12-02 15:37:00,1669995450,10.402775779166666,10.402775779166666,10.402773231587911,10.370460385240955,0.0323128463469019,0.0208333333333333,0.0208333333333333,0.0204788190215546,0.0410174112265929,0.021875,0.0166666666666666,0.0197916666666666,P02_4,2022-12-02 15:37:29.875000064,2022-12-02,2023-04-03 15:37:29,67.00000000000001,0,02.12.2022 16:36:44,1669995404000.0,880f01e687e2572cea04e80fc6a68085,332254.0,OK,1798.0,0.0,1.0,0.0,0.0,-0.45,-463.61,0.0,0.0,675.0,516.0,,267.899,40.18,682.577,70.48,20.901,0.82,1.737,0.25,12.893,1.64,6.846,10.98,8.253,11.0,9.337,11.0,1089.745,116.36,348.087,43.98,35.36,13.46,1.383,10.09,1.062,10.04,0.381,10.0,2.232,23.909,0.53,32.058,3.32,6.969,0.63,6.409,1.32,956.997,1.0,,,19.086,2.54,126.157,14.07,,,13.271,19.91,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,2022-12-02 15:38:00,1669995510,9.5804990875,9.5804990875,9.580500455998862,9.604587931947243,-0.0240874759479784,0.0041666666666666,0.0041666666666666,0.0031898986915718,0.004054045595366,0.0046875,0.0041666666666666,0.0020833333333333,P02_4,2022-12-02 15:38:29.875000064,2022-12-02,2023-04-03 15:38:29,68.00000000000001,0,02.12.2022 16:38:45,1669995525000.0,880f01e687e2572cea04e80fc6a68085,332375.0,OK,1802.0,0.0,1.0,0.0,0.0,0.09,-132.04,0.0,0.0,694.0,515.0,,279.638,41.95,682.467,70.47,20.899,0.82,1.737,0.25,12.756,1.64,6.384,10.89,7.786,11.0,9.287,11.0,1060.589,113.49,331.151,42.31,37.516,13.74,2.811,10.27,2.633,10.26,0.377,10.0,2.616,23.936,0.53,32.047,3.32,6.977,0.63,6.428,1.32,956.998,1.0,,,19.017,2.55,126.139,14.07,,,13.028,19.99,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2022-12-02 15:39:00,1669995570,8.532330304166667,8.532330304166667,8.532333674194915,8.526018193489096,0.006315480705985,0.0,0.0,0.0,0.0,0.0,0.0041666666666666,0.003125,P02_4,2022-12-02 15:39:29.875000064,2022-12-02,2023-04-03 15:39:29,69.0,0,02.12.2022 16:38:45,1669995525000.0,880f01e687e2572cea04e80fc6a68085,332375.0,OK,1802.0,0.0,1.0,0.0,0.0,0.09,-132.04,0.0,0.0,694.0,515.0,,279.638,41.95,682.467,70.47,20.899,0.82,1.737,0.25,12.756,1.64,6.384,10.89,7.786,11.0,9.287,11.0,1060.589,113.49,331.151,42.31,37.516,13.74,2.811,10.27,2.633,10.26,0.377,10.0,2.616,23.936,0.53,32.047,3.32,6.977,0.63,6.428,1.32,956.998,1.0,,,19.017,2.55,126.139,14.07,,,13.028,19.99,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,2022-12-02 15:40:00,1669995630,8.1999462125,8.1999462125,8.199947080277395,8.205082857230332,-0.0051357769528203,0.0041666666666666,0.0041666666666666,0.002508918248153,0.0037948081526764,0.0057291666666666,0.0041666666666666,0.009375,P02_4,2022-12-02 15:40:29.875000064,2022-12-02,2023-04-03 15:40:29,70.0,0,02.12.2022 16:40:46,1669995646000.0,880f01e687e2572cea04e80fc6a68085,332496.0,OK,1793.0,3.0,0.0,0.0,0.0,0.33,152.8,0.0,0.0,682.0,476.0,,319.097,47.86,746.1699,72.39,20.888,0.82,1.739,0.25,13.404,1.67,6.663,10.92,8.476,11.0,9.187,11.0,1090.634,116.51,341.391,43.29,39.627,13.88,1.331,10.03,1.047,10.03,0.039,10.0,1.957,23.953,0.53,32.554,3.31,7.095,0.63,6.67,1.29,957.0,1.0,,,19.582,2.52,126.229,14.08,,,13.413,19.87,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,2022-12-02 15:41:00,1669995690,7.983088633333334,7.983088633333334,7.983086323714017,7.965941326134217,0.0171449975800477,0.0083333333333333,0.0083333333333333,0.0055622715174904,0.0039394044612541,0.0098958333333333,0.0083333333333333,0.0052083333333333,P02_4,2022-12-02 15:41:29.875000064,2022-12-02,2023-04-03 15:41:29,71.0,0,02.12.2022 16:40:46,1669995646000.0,880f01e687e2572cea04e80fc6a68085,332496.0,OK,1793.0,3.0,0.0,0.0,0.0,0.33,152.8,0.0,0.0,682.0,476.0,,319.097,47.86,746.1699,72.39,20.888,0.82,1.739,0.25,13.404,1.67,6.663,10.92,8.476,11.0,9.187,11.0,1090.634,116.51,341.391,43.29,39.627,13.88,1.331,10.03,1.047,10.03,0.039,10.0,1.957,23.953,0.53,32.554,3.31,7.095,0.63,6.67,1.29,957.0,1.0,,,19.582,2.52,126.229,14.08,,,13.413,19.87,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,2022-12-02 15:42:00,1669995750,8.887973341666667,8.887973341666667,8.887975317423999,8.911066337605105,-0.0230910201810132,0.0166666666666666,0.0166666666666666,0.0177534842943639,0.0287435840587048,0.0244791666666666,0.0166666666666666,0.0369791666666666,P02_4,2022-12-02 15:42:29.875000064,2022-12-02,2023-04-03 15:42:29,72.0,1,02.12.2022 16:42:46,1669995766000.0,880f01e687e2572cea04e80fc6a68085,332616.0,OK,1793.0,6.0,0.0,0.0,0.0,0.42,321.9,0.0,0.0,694.0,446.0,,317.905,47.69,787.182,73.62,20.888,0.82,1.741,0.25,14.027,1.7,6.394,10.86,7.755,11.0,9.043,11.0,1047.727,112.3,327.995,41.97,30.268,13.05,1.99,10.2,1.331,10.11,0.004,10.0,2.422,23.96,0.53,32.571,3.31,7.101,0.63,6.684,1.29,957.0089,1.0,,,20.328,2.48,126.343,14.08,,,13.043,19.99,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,2022-12-02 15:43:00,1669995810,9.576362783333334,9.576362783333334,9.57636365540159,9.559888312528113,0.0164753428737515,0.0291666666666666,0.0291666666666666,0.0179984004469173,0.0239788297640165,0.0151041666666666,0.0291666666666666,0.0416666666666666,P02_4,2022-12-02 15:43:29.875000064,2022-12-02,2023-04-03 15:43:29,73.0,1,02.12.2022 16:42:46,1669995766000.0,880f01e687e2572cea04e80fc6a68085,332616.0,OK,1793.0,6.0,0.0,0.0,0.0,0.42,321.9,0.0,0.0,694.0,446.0,,317.905,47.69,787.182,73.62,20.888,0.82,1.741,0.25,14.027,1.7,6.394,10.86,7.755,11.0,9.043,11.0,1047.727,112.3,327.995,41.97,30.268,13.05,1.99,10.2,1.331,10.11,0.004,10.0,2.422,23.96,0.53,32.571,3.31,7.101,0.63,6.684,1.29,957.0089,1.0,,,20.328,2.48,126.343,14.08,,,13.043,19.99,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,2022-12-02 15:44:00,1669995870,7.663403508333333,7.663403508333333,7.663397881049325,7.742544560266967,-0.0791466792176005,0.0083333333333333,0.0083333333333333,0.0062626942885688,0.0036993490109451,0.0057291666666666,0.0083333333333333,0.0057291666666666,P02_4,2022-12-02 15:44:29.875000064,2022-12-02,2023-04-03 15:44:29,74.0,1,02.12.2022 16:44:46,1669995886000.0,880f01e687e2572cea04e80fc6a68085,332736.0,OK,1818.0,7.0,0.0,0.0,0.0,0.31,360.95,0.0,0.0,680.0,427.0,,305.201,45.78,808.578,74.26,20.887,0.82,1.743,0.25,14.167,1.71,6.727,10.95,8.654,11.0,9.984,11.0,1169.511,124.2,364.308,45.55,40.732,14.0,3.676,10.36,2.082,10.15,0.0,10.0,2.343,23.955,0.53,32.338,3.31,7.049,0.63,6.575,1.3,957.016,1.0,,,20.774,2.46,127.186,14.13,,,28.743,14.52,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,2022-12-02 15:45:00,1669995930,6.590614754166666,6.590614754166666,6.590618903111665,6.539616896624625,0.0510020064871284,0.0125,0.0125,0.0121305142875572,0.0149918015006396,0.0161458333333333,0.0125,0.0239583333333333,P02_4,2022-12-02 15:45:29.875000064,2022-12-02,2023-04-03 15:45:29,75.0,1,02.12.2022 16:44:46,1669995886000.0,880f01e687e2572cea04e80fc6a68085,332736.0,OK,1818.0,7.0,0.0,0.0,0.0,0.31,360.95,0.0,0.0,680.0,427.0,,305.201,45.78,808.578,74.26,20.887,0.82,1.743,0.25,14.167,1.71,6.727,10.95,8.654,11.0,9.984,11.0,1169.511,124.2,364.308,45.55,40.732,14.0,3.676,10.36,2.082,10.15,0.0,10.0,2.343,23.955,0.53,32.338,3.31,7.049,0.63,6.575,1.3,957.016,1.0,,,20.774,2.46,127.186,14.13,,,28.743,14.52,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,2022-12-02 15:46:00,1669995990,7.891462970833333,7.891462970833333,7.891503080438971,7.891104098929903,0.0003989815093218,0.0166666666666666,0.0166666666666666,0.0158602315181953,0.0188480737658762,0.0130208333333333,0.0125,0.0088541666666666,P02_4,2022-12-02 15:46:29.875000064,2022-12-02,2023-04-03 15:46:29,76.0,1,02.12.2022 16:46:48,1669996008000.0,880f01e687e2572cea04e80fc6a68085,332858.0,OK,1786.0,1.0,0.0,0.0,0.0,-0.47,58.19,0.0,0.0,659.0,444.0,,292.22,43.83,768.8,73.06,20.897,0.82,1.743,0.25,13.154,1.66,7.219,10.93,9.679,11.0,9.951,11.0,1142.275,121.59,358.863,45.04,40.187,13.92,1.037,10.08,0.383,10.01,0.0,10.0,1.622,23.944,0.53,31.685,3.32,6.902,0.63,6.268,1.34,957.0129,1.0,,,19.819,2.51,123.915,13.95,,,14.996,19.33,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
