1673251115.000000, IBI
76.359375,0.625000
77.015625,0.656250
77.687500,0.671875
78.359375,0.671875
79.046875,0.687500
79.796875,0.750000
80.531250,0.734375
81.218750,0.687500
81.953125,0.734375
240.640625,0.781250
241.375000,0.734375
242.125000,0.750000
242.796875,0.671875
300.750000,0.875000
301.625000,0.875000
302.406250,0.781250
303.250000,0.843750
304.093750,0.843750
304.937500,0.843750
305.796875,0.859375
306.687500,0.890625
307.593750,0.906250
308.453125,0.859375
309.296875,0.843750
310.078125,0.781250
310.953125,0.875000
311.859375,0.906250
312.828125,0.968750
313.750000,0.921875
314.578125,0.828125
315.437500,0.859375
316.328125,0.890625
317.218750,0.890625
318.046875,0.828125
318.843750,0.796875
319.734375,0.890625
320.656250,0.921875
321.546875,0.890625
322.343750,0.796875
323.218750,0.875000
324.125000,0.906250
324.984375,0.859375
325.781250,0.796875
326.640625,0.859375
327.515625,0.875000
328.328125,0.812500
329.109375,0.781250
329.953125,0.843750
330.796875,0.843750
331.593750,0.796875
332.375000,0.781250
333.265625,0.890625
334.203125,0.937500
335.062500,0.859375
335.906250,0.843750
336.781250,0.875000
337.671875,0.890625
338.468750,0.796875
339.296875,0.828125
340.187500,0.890625
341.062500,0.875000
341.843750,0.781250
342.671875,0.828125
343.578125,0.906250
344.437500,0.859375
345.281250,0.843750
346.140625,0.859375
346.984375,0.843750
347.765625,0.781250
348.656250,0.890625
349.609375,0.953125
350.468750,0.859375
351.312500,0.843750
352.203125,0.890625
353.015625,0.812500
353.828125,0.812500
354.718750,0.890625
355.562500,0.843750
356.375000,0.812500
357.281250,0.906250
358.156250,0.875000
358.968750,0.812500
359.828125,0.859375
360.734375,0.906250
361.546875,0.812500
362.546875,1.000000
363.421875,0.875000
364.296875,0.875000
365.093750,0.796875
365.906250,0.812500
379.234375,0.750000
379.937500,0.703125
380.656250,0.718750
381.390625,0.734375
382.156250,0.765625
382.906250,0.750000
383.671875,0.765625
384.468750,0.796875
385.218750,0.750000
385.984375,0.765625
386.781250,0.796875
387.593750,0.812500
388.468750,0.875000
389.312500,0.843750
390.156250,0.843750
391.046875,0.890625
391.968750,0.921875
392.859375,0.890625
393.671875,0.812500
394.531250,0.859375
395.390625,0.859375
396.250000,0.859375
397.031250,0.781250
397.906250,0.875000
398.828125,0.921875
399.625000,0.796875
400.468750,0.843750
401.312500,0.843750
402.171875,0.859375
402.953125,0.781250
403.781250,0.828125
404.640625,0.859375
405.515625,0.875000
406.312500,0.796875
407.125000,0.812500
407.968750,0.843750
408.828125,0.859375
409.609375,0.781250
410.484375,0.875000
411.375000,0.890625
412.312500,0.937500
413.140625,0.828125
414.046875,0.906250
414.937500,0.890625
415.765625,0.828125
416.531250,0.765625
417.343750,0.812500
418.187500,0.843750
418.984375,0.796875
419.843750,0.859375
420.734375,0.890625
421.625000,0.890625
422.437500,0.812500
423.281250,0.843750
424.140625,0.859375
425.000000,0.859375
425.812500,0.812500
426.625000,0.812500
427.468750,0.843750
428.281250,0.812500
429.078125,0.796875
429.937500,0.859375
430.812500,0.875000
431.671875,0.859375
432.468750,0.796875
433.296875,0.828125
434.156250,0.859375
435.015625,0.859375
435.812500,0.796875
436.656250,0.843750
